ID_Location	Start End	Chromosome	Strand
95	142063833	142063832	5	1	51
96	116290380	116290379	5	1	52
97	103112319	103112318	5	1	53
98	49993026	49993025	19	1	54
99	33694405	33694404	6	1	55
100	66082633	66082632	5	1	56
101	18125535	18125534	22	1	56
102	107501497	107501496	5	1	57
103	59286920	59286919	5	1	58
104	20892517	20892516	22	1	58
105	62460270	62460269	5	1	59
106	20570753	20570752	22	1	59
107	20572984	20572983	22	1	59
108	14615399	14615398	5	1	60
109	84240872	84240871	16	1	61
110	20420745	20420744	22	1	62
111	20861137	20861136	22	1	62
112	78957403	78957402	14	1	63
113	20419969	20419968	22	1	63
114	16835031	16835030	22	1	64
115	18718507	18718506	22	1	65
116	20402803	20402802	22	1	65
117	20397072	20397071	22	1	65
118	131594911	131594910	5	1	66
119	6559178	6559177	6	1	67
120	102841049	102841048	5	1	68
121	20462277	20462276	22	1	69
122	116394816	116394815	5	1	69
123	98560999	98560998	5	1	69
124	20566563	20566562	22	1	69
125	156235247	156235246	5	1	70
126	20872848	20872847	22	1	70
127	20595016	20595015	22	1	70
128	18154624	18154623	22	1	71
129	68443039	68443038	5	1	71
130	90518788	90518787	5	1	72
131	97602951	97602950	X	1	72
132	20851191	20851190	22	1	72
133	16853013	16853012	22	1	73
134	18098769	18098768	22	1	74
135	93347441	93347440	6	1	75
136	19954220	19954219	22	1	75
137	16685334	16685333	22	1	76
138	22435667	22435666	CHR_HSCHR22_1_CTG3	1	77
139	125673143	125673142	X	1	77
140	20833658	20833657	22	1	77
141	141249660	141249659	7	1	78
142	10402207	10402206	6	1	79
143	11522624	11522623	7	1	80
144	18850928	18850927	22	1	81
145	13289793	13289792	6	1	82
146	52620988	52620987	6	1	82
147	3678761	3678760	12	1	83
148	20886120	20886119	22	1	83
149	142790939	142790938	6	1	84
150	18092834	18092833	22	1	84
151	41417424	41417423	12	1	85
152	20482748	20482747	22	1	86
153	40101530	40101529	2	1	87
154	45887947	45887946	7	1	88
155	20842824	20842823	22	1	88
156	33205592	33205591	CHR_HSCHR6_MHC_SSTO_CTG1	1	89
157	50602735	50602734	6	1	90
158	85142666	85142665	6	1	90
159	20830356	20830355	22	1	90
160	18154615	18154614	22	1	90
161	20884794	20884793	22	1	90
162	70751060	70751059	14	1	91
163	42929214	42929213	6	1	92
164	18849022	18849021	22	1	93
165	7680212	7680211	17	1	94
166	44816166	44816165	22	1	95
167	18093563	18093562	22	1	95
168	18103113	18103112	22	1	95
169	77587966	77587965	8	1	95
170	20469779	20469778	22	1	95
171	20470799	20470798	22	1	96
172	18132284	18132283	22	1	96
173	26843945	26843944	22	1	96
174	185589630	185589629	4	1	97
175	19958723	19958722	22	1	97
176	173055380	173055379	5	1	98
177	22226456	22226455	1	1	98
178	98605679	98605678	5	1	98
179	87296446	87296445	1	1	98
180	180846616	180846615	5	1	99
181	40299126	40299125	14	1	99
182	45401856	45401855	22	1	100
183	169539293	169539292	5	1	100
184	175350398	175350397	5	1	100
185	141089380	141089379	5	1	101
186	175349304	175349303	5	1	101
187	179840473	179840472	5	1	102
188	157194955	157194954	5	1	103
189	20897527	20897526	22	1	103
190	122713975	122713974	11	1	104
191	156708665	156708664	5	1	105
192	171750455	171750454	5	1	105
193	16865721	16865720	22	1	106
194	20594226	20594225	22	1	106
195	16877499	16877498	22	1	107
196	54189646	54189645	CHR_HSCHR19_4_CTG3_1	1	108
197	20868616	20868615	22	1	108
